500,2.146
1000,2.186
1500,2.224
2000,2.208
2500,2.232
3000,2.24
3500,2.288
4000,2.264
4500,2.284
5000,2.312
5500,2.348
6000,2.392
6500,2.416
7000,2.368
7500,2.408
8000,2.506
8500,2.536
9000,2.542
9500,2.558
10000,2.576
10500,2.708
11000,2.656
11500,2.742
12000,2.758
12500,2.788
13000,2.818
13500,2.864
14000,2.86
14500,2.954
15000,2.912
15500,2.894
16000,3.038
16500,3.066
17000,3.072
17500,3.126
18000,3.212
18500,3.3
19000,3.39
19500,3.234
20000,3.404
20500,3.438
21000,3.412
21500,3.688
22000,3.816
22500,3.834
23000,3.814
23500,3.97
24000,4.052
24500,3.94
25000,4.114
25500,4.262
26000,4.15
26500,4.414
27000,4.344
27500,4.586
28000,4.404
28500,4.668
29000,4.906
29500,5.048
30000,5.016
30500,5.22
31000,5.24
31500,5.446
32000,5.352
32500,5.534
33000,5.426
33500,5.676
34000,5.608
34500,5.524
35000,5.608
35500,5.856
36000,6.162
36500,5.964
37000,5.818
37500,5.95
38000,6.142
38500,6.118
39000,6.064
39500,6.312
40000,6.07
40500,6.194
41000,6.52
41500,6.274
42000,6.29
42500,6.616
43000,6.488
43500,6.498
44000,6.576
44500,6.456
45000,6.612
45500,6.448
46000,6.456
46500,6.64
47000,6.51
47500,6.604
48000,6.658
48500,6.682
49000,6.824
49500,6.716
50000,6.644
50500,6.588
51000,6.936
51500,6.988
52000,6.758
52500,6.842
53000,6.608
53500,6.768
54000,6.836
54500,6.61
55000,6.688
55500,6.816
56000,6.496
56500,6.766
57000,6.642
57500,6.662
58000,6.734
58500,6.716
59000,6.89
59500,6.618
60000,6.692
60500,6.652
61000,6.772
61500,6.77
62000,6.73
62500,6.616
63000,6.786
63500,6.898
64000,6.842
64500,6.842
65000,6.806
65500,6.806
66000,6.774
66500,6.782
67000,6.892
67500,6.744
68000,6.842
68500,6.858
69000,6.696
69500,6.888
70000,6.874
70500,6.894
71000,6.98
71500,6.784
72000,6.878
72500,6.834
73000,6.924
73500,6.954
74000,6.982
74500,6.728
75000,6.9
75500,6.806
76000,7.118
76500,6.902
77000,6.786
77500,6.92
78000,7.056
78500,7.128
79000,7.022
79500,6.832
80000,7.06
80500,6.86
81000,6.762
81500,7.012
82000,6.686
82500,6.954
83000,6.862
83500,7.228
84000,6.88
84500,6.866
85000,6.974
85500,7.034
86000,6.958
86500,6.828
87000,6.972
87500,6.868
88000,6.87
88500,6.882
89000,7.036
89500,7.086
90000,6.766
90500,7.214
91000,6.932
91500,6.992
92000,6.818
92500,6.938
93000,6.988
93500,7.028
94000,6.85
94500,6.792
95000,6.986
95500,6.916
96000,6.912
96500,6.826
97000,6.828
97500,7.048
98000,7.036
98500,6.86
99000,6.918
99500,7.02
100000,6.81
100500,7.1
101000,6.834
101500,7.022
102000,6.812
102500,7.004
103000,6.968
103500,7.072
104000,6.888
104500,7.016
105000,6.964
105500,6.76
106000,6.932
106500,6.98
107000,6.994
107500,7.036
108000,6.822
108500,6.908
109000,6.874
109500,6.886
110000,7.036
110500,7.14
111000,7.004
111500,7.024
112000,7.122
112500,7.014
113000,7.078
113500,6.978
114000,7.108
114500,7.068
115000,7.0
115500,7.026
116000,6.848
116500,7.122
117000,6.898
117500,7.186
118000,6.96
118500,7.006
119000,7.11
119500,7.066
120000,7.07
120500,7.102
121000,7.082
121500,7.046
122000,7.158
122500,6.934
123000,7.132
123500,7.126
124000,7.1
124500,7.044
125000,7.066
125500,7.26
126000,7.05
126500,7.136
127000,7.328
127500,7.116
128000,7.142
128500,7.084
129000,7.156
129500,7.138
130000,6.912
130500,7.148
131000,7.148
131500,7.112
132000,7.224
132500,7.054
133000,7.12
133500,6.946
134000,7.206
134500,7.116
135000,7.156
135500,7.086
136000,6.972
136500,7.076
137000,7.082
137500,7.008
138000,7.158
138500,7.238
139000,7.166
139500,6.902
140000,7.282
140500,7.18
141000,7.088
141500,7.154
142000,7.084
142500,7.194
143000,7.164
