500,2.226
1000,2.502
1500,3.176
2000,3.286
2500,2.802
3000,2.708
3500,2.696
4000,2.556
4500,2.548
5000,2.644
5500,2.524
6000,2.566
6500,2.436
7000,2.25
7500,2.286
8000,2.266
8500,2.308
9000,2.53
9500,2.612
10000,2.64
10500,2.878
11000,3.138
11500,2.882
12000,2.976
12500,2.804
13000,2.97
13500,3.644
14000,4.14
14500,4.402
15000,5.49
15500,6.564
16000,7.838
16500,7.826
17000,7.878
17500,6.958
18000,5.96
18500,5.184
19000,5.562
19500,5.424
20000,4.884
20500,6.41
21000,6.94
21500,8.246
22000,8.042
22500,9.342
23000,9.23
23500,6.808
24000,7.656
24500,7.948
25000,8.994
25500,9.738
26000,9.712
26500,9.366
27000,9.358
27500,9.596
28000,10.624
28500,9.676
29000,10.862
29500,10.862
30000,11.116
30500,11.636
31000,10.72
31500,10.108
32000,10.294
32500,11.732
33000,12.434
33500,10.96
34000,10.71
34500,11.286
35000,11.888
35500,13.002
36000,14.174
36500,14.804
37000,15.076
37500,13.154
38000,13.468
38500,15.474
39000,14.94
39500,14.948
40000,15.118
40500,13.908
41000,13.136
41500,13.148
42000,14.862
42500,13.842
43000,14.668
43500,14.636
44000,14.586
44500,15.498
45000,15.148
45500,14.796
46000,15.876
46500,15.746
47000,15.24
47500,14.764
48000,13.752
48500,15.382
49000,15.178
49500,15.38
50000,15.242
50500,15.192
51000,15.206
51500,15.476
52000,16.028
52500,15.172
53000,16
53500,15.7
54000,16.506
54500,16.982
55000,16.546
55500,15.798
56000,15.338
56500,14.678
57000,15.678
57500,14.98
58000,15.358
58500,15.44
59000,15.828
59500,14.678
60000,15.166
60500,14.976
61000,15.546
61500,15.518
62000,15.078
62500,15.148
63000,14.954
63500,15.48
64000,14.97
64500,15.526
65000,15.542
65500,14.968
66000,15.58
66500,14.994
67000,15.058
67500,15.1
68000,14.77
68500,15.288
69000,15.054
69500,15.728
70000,15.054
70500,15.308
71000,15.4
71500,14.838
72000,14.778
72500,15.22
73000,14.99
73500,14.448
74000,14.768
74500,15.264
75000,14.71
75500,14.876
76000,14.846
76500,14.954
77000,15.132
77500,15.202
78000,14.842
78500,15.532
79000,15.132
79500,15.404
80000,14.582
80500,14.402
81000,14.814
81500,14.676
82000,14.454
82500,14.452
83000,13.928
83500,14.562
84000,14.324
84500,14.714
85000,14.52
85500,15.512
86000,15.512
86500,14.808
87000,14.756
87500,14.444
88000,14.59
88500,15.734
89000,14.052
89500,14.082
90000,13.93
90500,14.876
91000,14.5
91500,14.708
92000,14.558
92500,14.344
93000,14.286
93500,14.116
94000,14.226
94500,13.746
95000,13.776
95500,13.704
96000,13.618
96500,13.818
97000,13.844
97500,13.85
98000,14.122
98500,13.846
99000,13.57
99500,13.534
100000,13.654
100500,13.586
101000,13.456
101500,13.298
102000,13.204
102500,13.374
103000,13.15
103500,13.066
104000,13.426
104500,13.112
105000,13.184
105500,13.414
106000,13.008
106500,13.458
107000,13.516
107500,13.298
108000,13.378
108500,13.102
109000,13.414
109500,12.366
110000,12.54
110500,13.04
111000,13.22
111500,13.2
112000,12.2
112500,12.884
113000,12.492
113500,12.89
114000,12.766
114500,12.464
115000,12.686
115500,12.762
116000,13.242
116500,12.078
117000,12.502
117500,12.79
118000,12.828
118500,13.09
119000,12.67
119500,12.566
120000,12.426
120500,12.072
121000,13.082
121500,12.7
122000,12.416
122500,12.62
123000,12.77
123500,12.308
124000,12.782
124500,12.276
125000,12.394
125500,12.27
126000,12.744
126500,12.542
127000,11.974
127500,12.334
128000,12.562
128500,13.104
129000,13.55
129500,13.112
130000,13.078
130500,12.904
131000,13.102
131500,13.362
132000,12.376
132500,12.78
133000,13.022
133500,12.64
134000,12.968
134500,12.882
135000,12.754
135500,12.17
136000,12.512
136500,12.604
137000,12.388
137500,13.104
138000,12.614
138500,11.51
139000,12.284
139500,12.504
140000,12.154
140500,12.084
141000,12.088
141500,12.066
142000,11.988
142500,12.47
143000,12.112
143500,12.57
144000,11.448
144500,11.87
145000,12.362
145500,12.688
146000,12.604
146500,12.586
147000,12.3
147500,12.768
148000,12.22
148500,13.092
149000,12.964
149500,12.258
150000,11.942
150500,12.526
151000,11.792
151500,12.168
152000,12.136
152500,11.182
153000,12.468
153500,12.652
154000,12.704
154500,13.044
155000,12.882
155500,12.418
156000,12.378
156500,12.258
157000,11.914
157500,12.294
158000,12.34
158500,12.166
159000,12.078
159500,12.276
160000,11.958
160500,12.692
161000,12.816
161500,12.07
162000,11.73
162500,12.234
163000,12.082
163500,12.536
164000,11.952
164500,12.2
165000,11.872
165500,11.84
166000,11.86
166500,11.496
167000,11.822
167500,11.904
168000,11.536
168500,11.61
169000,11.726
169500,11.902
170000,12.49
170500,11.862
171000,12.202
171500,12.176
172000,11.422
172500,11.564
173000,11.59
173500,12.136
174000,11.72
174500,11.954
175000,12.048
175500,11.906
